om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
656610,2020,08,10,2020-08-10,14:30:00,3,IL,17,0,1.00,0,0,0,0,41.6800,-88.3500,41.6800,-88.3500,0,0,0,0,0,93,0,0,0
656611,2020,08,10,2020-08-10,14:43:00,3,IL,17,0,1.00,0,0,0,0,41.8595,-88.0527,41.8595,-88.0527,0,0,0,0,0,43,0,0,0
656612,2020,08,10,2020-08-10,14:50:00,3,IL,17,0,0.88,0,0,0,0,42.1321,-87.7673,42.1370,-87.7489,0,0,0,0,0,31,0,0,0
656613,2020,08,10,2020-08-10,14:54:00,3,KS,20,0,0.88,0,0,0,0,37.2800,-95.5100,37.2800,-95.5100,0,0,0,0,0,99,0,0,0
656614,2020,08,10,2020-08-10,15:11:00,3,AL,01,0,1.00,0,0,0,0,33.6100,-86.3200,33.6100,-86.3200,0,0,0,0,0,115,0,0,0
656615,2020,08,10,2020-08-10,15:22:00,3,KS,20,0,1.00,0,0,0,0,37.3200,-95.2600,37.3200,-95.2600,0,0,0,0,0,99,0,0,0
656616,2020,08,10,2020-08-10,15:25:00,3,KS,20,0,1.25,0,0,0,0,37.7900,-100.0200,37.7900,-100.0200,0,0,0,0,0,57,0,0,0
656617,2020,08,10,2020-08-10,15:27:00,3,KS,20,0,1.25,0,0,0,0,37.7800,-100.0300,37.7800,-100.0300,0,0,0,0,0,57,0,0,0
656618,2020,08,10,2020-08-10,15:35:00,3,KS,20,0,1.00,0,0,0,0,37.7900,-100.0200,37.7900,-100.0200,0,0,0,0,0,57,0,0,0
656619,2020,08,10,2020-08-10,15:37:00,3,GA,13,0,0.25,0,0,10,10,33.4200,-82.1400,33.4200,-82.1400,0,0,0,0,0,245,0,0,0
656620,2020,08,10,2020-08-10,16:05:00,3,KS,20,0,2.00,0,0,0,0,38.5300,-99.3100,38.5300,-99.3100,0,0,0,0,0,165,0,0,0
656621,2020,08,10,2020-08-10,16:12:00,3,MO,29,0,1.00,0,0,0,0,37.8200,-94.2700,37.8200,-94.2700,0,0,0,0,0,217,0,0,0
656622,2020,08,10,2020-08-10,16:23:00,3,KS,20,0,1.75,0,0,0,0,38.5600,-99.3600,38.5600,-99.3600,0,0,0,0,0,165,0,0,0
656623,2020,08,10,2020-08-10,16:30:00,3,MO,29,0,2.50,0,0,25000,0,37.8700,-94.2300,37.8700,-94.2300,0,0,0,0,0,217,0,0,0
656624,2020,08,10,2020-08-10,16:32:00,3,TX,48,0,1.50,0,0,0,0,36.2800,-102.1600,36.2800,-102.1600,0,0,0,0,0,421,0,0,0
656625,2020,08,10,2020-08-10,16:32:00,3,TX,48,0,1.00,0,0,0,0,36.3300,-102.0900,36.3300,-102.0900,0,0,0,0,0,421,0,0,0
656626,2020,08,10,2020-08-10,16:43:00,3,KS,20,0,1.75,0,0,0,0,38.6400,-99.4200,38.6400,-99.4200,0,0,0,0,0,165,0,0,0
656627,2020,08,10,2020-08-10,16:54:00,3,TX,48,0,0.75,0,0,0,0,36.2700,-101.4100,36.2700,-101.4100,0,0,0,0,0,195,0,0,0
656628,2020,08,10,2020-08-10,16:56:00,3,OK,40,0,1.75,0,0,0,0,36.7900,-100.0500,36.7900,-100.0500,0,0,0,0,0,7,0,0,0
656629,2020,08,10,2020-08-10,17:00:00,3,MO,29,0,0.75,0,0,0,0,37.6400,-91.5400,37.6400,-91.5400,0,0,0,0,0,65,0,0,0
656630,2020,08,10,2020-08-10,17:00:00,3,KS,20,0,0.88,0,0,0,0,37.7500,-99.7900,37.7500,-99.7900,0,0,0,0,0,57,0,0,0
656631,2020,08,10,2020-08-10,17:04:00,3,MO,29,0,1.00,0,0,0,0,38.0100,-91.6900,38.0100,-91.6900,0,0,0,0,0,161,0,0,0
656632,2020,08,10,2020-08-10,17:05:00,3,MO,29,0,1.25,0,0,0,0,37.6500,-91.5400,37.6500,-91.5400,0,0,0,0,0,65,0,0,0
656633,2020,08,10,2020-08-10,17:07:00,3,KS,20,0,0.88,0,0,0,0,38.7400,-99.4100,38.7400,-99.4100,0,0,0,0,0,51,0,0,0
656634,2020,08,10,2020-08-10,17:07:00,3,KS,20,0,0.88,0,0,0,0,38.7400,-99.4200,38.7400,-99.4200,0,0,0,0,0,51,0,0,0
656635,2020,08,10,2020-08-10,17:07:00,3,MO,29,0,1.50,0,0,0,0,37.9000,-94.0200,37.9000,-94.0200,0,0,0,0,0,185,0,0,0
656636,2020,08,10,2020-08-10,17:19:00,3,TX,48,0,1.00,0,0,0,0,36.1900,-101.2000,36.1900,-101.2000,0,0,0,0,0,195,0,0,0
656637,2020,08,10,2020-08-10,17:40:00,3,MO,29,0,2.50,0,0,10000,0,37.8600,-94.1300,37.8600,-94.1300,0,0,0,0,0,217,0,0,0
656638,2020,08,10,2020-08-10,17:47:00,3,IL,17,0,0.75,0,0,0,0,38.6402,-88.6431,38.6402,-88.6431,0,0,0,0,0,25,0,0,0
656639,2020,08,10,2020-08-10,19:21:00,3,TX,48,0,0.88,0,0,0,0,34.9500,-102.1100,34.9500,-102.1100,0,0,0,0,0,381,0,0,0
656640,2020,08,10,2020-08-10,19:21:00,3,TX,48,0,1.00,0,0,0,0,34.9400,-102.1500,34.9400,-102.1500,0,0,0,0,0,381,0,0,0
656641,2020,08,10,2020-08-10,19:56:00,3,KS,20,0,0.88,0,0,0,0,37.1500,-98.0300,37.1500,-98.0300,0,0,0,0,0,77,0,0,0
656642,2020,08,10,2020-08-10,20:00:00,3,AL,01,0,0.75,0,0,0,0,34.3879,-86.3689,34.3879,-86.3689,0,0,0,0,0,95,0,0,0
656643,2020,08,10,2020-08-10,20:13:00,3,TX,48,0,0.80,0,0,0,0,34.8800,-102.2700,34.8800,-102.2700,0,0,0,0,0,117,0,0,0
656644,2020,08,10,2020-08-10,20:34:00,3,TX,48,0,0.75,0,0,0,0,35.6300,-100.8700,35.6300,-100.8700,0,0,0,0,0,393,0,0,0
656645,2020,08,10,2020-08-10,20:49:00,3,KS,20,0,0.75,0,0,0,0,37.6798,-97.4438,37.6798,-97.4438,0,0,0,0,0,173,0,0,0
656646,2020,08,10,2020-08-10,20:58:00,3,TX,48,0,0.75,0,0,0,0,35.1800,-101.9700,35.1800,-101.9700,0,0,0,0,0,375,0,0,0
656647,2020,08,10,2020-08-10,21:00:00,3,FL,12,0,0.75,0,0,0,0,29.6000,-81.2600,29.6000,-81.2600,0,0,0,0,0,35,0,0,0
656648,2020,08,10,2020-08-10,21:28:00,3,TX,48,0,0.75,0,0,0,0,35.1400,-101.8900,35.1400,-101.8900,0,0,0,0,0,381,0,0,0
656649,2020,08,10,2020-08-10,21:57:00,3,TX,48,0,0.88,0,0,0,0,35.0700,-101.8500,35.0700,-101.8500,0,0,0,0,0,381,0,0,0
656650,2020,08,11,2020-08-11,02:50:00,3,SD,46,0,0.88,0,0,0,0,44.9368,-103.5434,44.9368,-103.5434,0,0,0,0,0,19,0,0,0
656651,2020,08,11,2020-08-11,09:15:00,3,SD,46,0,1.00,0,0,0,0,44.5012,-101.5983,44.5012,-101.5983,0,0,0,0,0,55,0,0,0
656652,2020,08,11,2020-08-11,11:31:00,3,SD,46,0,1.25,0,0,0,0,44.4995,-101.3287,44.4995,-101.3287,0,0,0,0,0,55,0,0,0
656653,2020,08,11,2020-08-11,11:55:00,3,SD,46,0,1.75,0,0,0,0,44.4600,-101.1300,44.4600,-101.1300,0,0,0,0,0,117,0,0,0
656654,2020,08,11,2020-08-11,13:18:00,3,WY,56,0,1.00,0,0,0,0,41.0700,-104.5200,41.0700,-104.5200,0,0,0,0,0,21,0,0,0
656655,2020,08,11,2020-08-11,13:55:00,3,AL,01,0,0.75,0,0,0,0,32.4400,-86.3300,32.4400,-86.3300,0,0,0,0,0,51,0,0,0
656656,2020,08,11,2020-08-11,15:30:00,3,MO,29,0,0.75,0,0,0,0,37.8200,-93.9500,37.8200,-93.9500,0,0,0,0,0,39,0,0,0
656657,2020,08,11,2020-08-11,16:57:00,3,NE,31,0,1.25,0,0,0,0,40.4700,-101.7100,40.4700,-101.7100,0,0,0,0,0,29,0,0,0
656658,2020,08,11,2020-08-11,17:10:00,3,CO,08,0,1.00,0,0,0,0,39.4747,-102.2998,39.4747,-102.2998,0,0,0,0,0,63,0,0,0
656659,2020,08,11,2020-08-11,17:15:00,3,CO,08,0,1.00,0,0,0,0,39.4889,-102.2596,39.4889,-102.2596,0,0,0,0,0,63,0,0,0
656660,2020,08,11,2020-08-11,17:22:00,3,GA,13,0,1.00,0,0,0,0,32.2423,-84.3183,32.2423,-84.3183,0,0,0,0,0,249,0,0,0
656661,2020,08,11,2020-08-11,17:40:00,3,SD,46,0,1.50,0,0,0,0,43.4590,-103.4800,43.4590,-103.4800,0,0,0,0,0,47,0,0,0
656662,2020,08,11,2020-08-11,17:43:00,3,SD,46,0,1.00,0,0,0,0,43.5189,-103.6869,43.5189,-103.6869,0,0,0,0,0,33,0,0,0
656663,2020,08,11,2020-08-11,17:45:00,3,SD,46,0,0.75,0,0,0,0,43.5300,-103.6500,43.5300,-103.6500,0,0,0,0,0,33,0,0,0
656664,2020,08,11,2020-08-11,17:45:00,3,SD,46,0,1.50,0,0,0,0,43.4300,-103.4800,43.4300,-103.4800,0,0,0,0,0,47,0,0,0
656665,2020,08,11,2020-08-11,17:46:00,3,SD,46,0,1.75,0,0,0,0,43.4300,-103.4800,43.4300,-103.4800,0,0,0,0,0,47,0,0,0
656666,2020,08,11,2020-08-11,17:56:00,3,SD,46,0,1.00,0,0,0,0,43.4300,-103.4003,43.4300,-103.4003,0,0,0,0,0,47,0,0,0
656667,2020,08,11,2020-08-11,18:10:00,3,KS,20,0,0.75,0,0,0,0,39.2646,-101.7829,39.2646,-101.7829,0,0,0,0,0,181,0,0,0
656668,2020,08,11,2020-08-11,18:12:00,3,KS,20,0,0.88,0,0,0,0,39.3157,-101.8242,39.3157,-101.8242,0,0,0,0,0,181,0,0,0
656669,2020,08,11,2020-08-11,18:14:00,3,ND,38,0,1.00,0,0,0,0,46.1500,-103.9400,46.1500,-103.9400,0,0,0,0,0,11,0,0,0
656670,2020,08,11,2020-08-11,19:05:00,3,SD,46,0,1.75,0,0,0,0,43.8524,-102.5500,43.8524,-102.5500,0,0,0,0,0,103,0,0,0
656671,2020,08,11,2020-08-11,19:29:00,3,SD,46,0,1.50,0,0,0,0,44.0034,-102.6358,44.0034,-102.6358,0,0,0,0,0,103,0,0,0
656672,2020,08,11,2020-08-11,19:35:00,3,SD,46,0,0.75,0,0,0,0,44.0200,-102.5800,44.0200,-102.5800,0,0,0,0,0,103,0,0,0
656673,2020,08,11,2020-08-11,19:46:00,3,KS,20,0,2.00,0,0,0,0,38.8999,-101.7500,38.8999,-101.7500,0,0,0,0,0,199,0,0,0
656674,2020,08,11,2020-08-11,20:02:00,3,TX,48,0,0.75,0,0,0,0,35.2800,-101.5400,35.2800,-101.5400,0,0,0,0,0,65,0,0,0
656675,2020,08,11,2020-08-11,22:14:00,3,NE,31,0,0.75,0,0,0,0,42.7700,-98.5600,42.7700,-98.5600,0,0,0,0,0,89,0,0,0
656676,2020,08,11,2020-08-11,23:30:00,3,KS,20,0,1.00,0,0,0,0,39.3648,-101.0549,39.3648,-101.0549,0,0,0,0,0,193,0,0,0
656677,2020,08,11,2020-08-11,23:40:00,3,KS,20,0,2.50,0,0,0,0,39.1301,-100.8501,39.1301,-100.8501,0,0,0,0,0,109,0,0,0
656678,2020,08,12,2020-08-12,03:40:00,3,SD,46,0,0.88,0,0,0,0,45.4000,-97.3100,45.4000,-97.3100,0,0,0,0,0,37,0,0,0
656679,2020,08,12,2020-08-12,12:25:00,3,TN,47,0,0.88,0,0,0,0,36.1535,-86.6254,36.1535,-86.6254,0,0,0,0,0,37,0,0,0
656680,2020,08,12,2020-08-12,15:20:00,3,FL,12,0,0.75,0,0,0,0,28.0100,-81.8900,28.0100,-81.8900,0,0,0,0,0,105,0,0,0
656681,2020,08,12,2020-08-12,18:36:00,3,NE,31,0,1.00,0,0,0,0,41.0500,-102.9200,41.0500,-102.9200,0,0,0,0,0,33,0,0,0
656682,2020,08,12,2020-08-12,23:22:00,3,KS,20,0,2.00,0,0,0,0,37.1100,-97.1400,37.1100,-97.1400,0,0,0,0,0,35,0,0,0
656683,2020,08,12,2020-08-12,23:28:00,3,KS,20,0,1.25,0,0,0,0,37.0600,-97.0500,37.0600,-97.0500,0,0,0,0,0,35,0,0,0
656684,2020,08,12,2020-08-12,23:48:00,3,KS,20,0,1.00,0,0,0,0,37.6800,-97.1700,37.6800,-97.1700,0,0,0,0,0,173,0,0,0
656685,2020,08,13,2020-08-13,00:35:00,3,OK,40,0,1.75,0,0,0,0,36.7621,-96.8710,36.7621,-96.8710,0,0,0,0,0,71,0,0,0
656686,2020,08,13,2020-08-13,00:35:00,3,OK,40,0,1.75,0,0,0,0,36.7600,-96.8600,36.7600,-96.8600,0,0,0,0,0,71,0,0,0
656687,2020,08,13,2020-08-13,00:59:00,3,OK,40,0,1.75,0,0,25000,0,36.7000,-96.7200,36.7000,-96.7200,0,0,0,0,0,113,0,0,0
656688,2020,08,13,2020-08-13,01:40:00,3,OK,40,0,1.75,0,0,25000,0,36.4200,-96.4000,36.4200,-96.4000,0,0,0,0,0,113,0,0,0
656689,2020,08,13,2020-08-13,01:57:00,3,OK,40,0,1.00,0,0,0,0,36.3700,-96.0719,36.3700,-96.0719,0,0,0,0,0,113,0,0,0
656690,2020,08,13,2020-08-13,11:30:00,3,SC,45,0,0.25,0,0,10,10,34.5500,-80.5500,34.5500,-80.5500,0,0,0,0,0,55,0,0,0
656691,2020,08,13,2020-08-13,16:05:00,3,KS,20,0,0.88,0,0,0,0,39.3037,-101.9680,39.3037,-101.9680,0,0,0,0,0,181,0,0,0
656692,2020,08,13,2020-08-13,16:20:00,3,KS,20,0,1.00,0,0,0,0,39.0614,-101.7886,39.0614,-101.7886,0,0,0,0,0,199,0,0,0
656693,2020,08,13,2020-08-13,16:26:00,3,NE,31,0,1.00,0,0,0,0,41.5600,-100.9400,41.5600,-100.9400,0,0,0,0,0,117,0,0,0
656694,2020,08,13,2020-08-13,16:30:00,3,KS,20,0,0.88,0,0,0,0,38.9882,-101.7013,38.9882,-101.7013,0,0,0,0,0,199,0,0,0
656695,2020,08,13,2020-08-13,16:50:00,3,KS,20,0,1.50,0,0,0,0,38.9941,-101.7024,38.9941,-101.7024,0,0,0,0,0,199,0,0,0
656696,2020,08,13,2020-08-13,17:15:00,3,NE,31,0,1.00,0,0,0,0,42.8400,-99.8000,42.8400,-99.8000,0,0,0,0,0,103,0,0,0
656697,2020,08,13,2020-08-13,17:30:00,3,MN,27,0,0.75,0,0,0,0,47.0800,-96.5000,47.0800,-96.5000,0,0,0,0,0,27,0,0,0
656698,2020,08,13,2020-08-13,17:45:00,3,MN,27,0,1.25,0,0,0,0,47.1000,-96.4700,47.1000,-96.4700,0,0,0,0,0,27,0,0,0
656699,2020,08,13,2020-08-13,17:50:00,3,MN,27,0,1.00,0,0,0,0,47.4200,-96.1900,47.4200,-96.1900,0,0,0,0,0,107,0,0,0
656700,2020,08,13,2020-08-13,18:05:00,3,MN,27,0,0.88,0,0,0,0,48.0100,-96.2100,48.0100,-96.2100,0,0,0,0,0,113,0,0,0
656701,2020,08,13,2020-08-13,18:15:00,3,NE,31,0,2.50,0,0,0,0,42.7000,-100.0700,42.7000,-100.0700,0,0,0,0,0,17,0,0,0
656702,2020,08,13,2020-08-13,18:25:00,3,MN,27,0,1.25,0,0,0,0,47.9400,-95.8400,47.9400,-95.8400,0,0,0,0,0,125,0,0,0
656703,2020,08,13,2020-08-13,18:40:00,3,MN,27,0,1.00,0,0,0,0,48.0500,-95.8500,48.0500,-95.8500,0,0,0,0,0,113,0,0,0
656704,2020,08,13,2020-08-13,18:40:00,3,KS,20,0,1.50,0,0,0,0,38.7200,-101.9100,38.7200,-101.9100,0,0,0,0,0,199,0,0,0
656705,2020,08,13,2020-08-13,18:45:00,3,KS,20,0,0.88,0,0,0,0,38.7382,-101.8917,38.7382,-101.8917,0,0,0,0,0,199,0,0,0
656706,2020,08,13,2020-08-13,18:46:00,3,MN,27,0,1.00,0,0,0,0,48.0900,-96.0800,48.0900,-96.0800,0,0,0,0,0,113,0,0,0
656707,2020,08,13,2020-08-13,18:48:00,3,MN,27,0,1.25,0,0,0,0,48.0700,-96.0200,48.0700,-96.0200,0,0,0,0,0,113,0,0,0
656708,2020,08,13,2020-08-13,19:10:00,3,MN,27,0,1.25,0,0,0,0,48.1100,-95.9600,48.1100,-95.9600,0,0,0,0,0,113,0,0,0
656709,2020,08,13,2020-08-13,19:19:00,3,MN,27,0,1.00,0,0,0,0,48.1600,-95.9900,48.1600,-95.9900,0,0,0,0,0,113,0,0,0
656710,2020,08,13,2020-08-13,19:20:00,3,MN,27,0,1.25,0,0,0,0,47.5400,-96.4900,47.5400,-96.4900,0,0,0,0,0,119,0,0,0
656711,2020,08,13,2020-08-13,19:30:00,3,MN,27,0,1.00,0,0,0,0,47.5400,-96.4000,47.5400,-96.4000,0,0,0,0,0,119,0,0,0
656712,2020,08,13,2020-08-13,19:40:00,3,MN,27,0,1.00,0,0,0,0,47.8400,-95.8500,47.8400,-95.8500,0,0,0,0,0,125,0,0,0
656713,2020,08,13,2020-08-13,19:43:00,3,MN,27,0,1.00,0,0,0,0,47.3000,-96.4900,47.3000,-96.4900,0,0,0,0,0,107,0,0,0
656714,2020,08,13,2020-08-13,20:40:00,3,MN,27,0,1.00,0,0,0,0,48.0100,-96.2100,48.0100,-96.2100,0,0,0,0,0,113,0,0,0
656715,2020,08,13,2020-08-13,21:41:00,3,MN,27,0,0.88,0,0,0,0,47.4400,-95.9700,47.4400,-95.9700,0,0,0,0,0,87,0,0,0
656716,2020,08,13,2020-08-13,21:44:00,3,MN,27,0,1.00,0,0,0,0,46.5600,-96.7400,46.5600,-96.7400,0,0,0,0,0,167,0,0,0
656717,2020,08,13,2020-08-13,22:00:00,3,MN,27,0,1.00,0,0,0,0,47.5000,-95.5100,47.5000,-95.5100,0,0,0,0,0,29,0,0,0
656718,2020,08,13,2020-08-13,23:30:00,3,MN,27,0,1.00,0,0,0,0,46.8900,-95.5100,46.8900,-95.5100,0,0,0,0,0,5,0,0,0
656719,2020,08,14,2020-08-14,00:15:00,3,MN,27,0,1.75,0,0,0,0,46.9000,-95.0300,46.9000,-95.0300,0,0,0,0,0,57,0,0,0
656720,2020,08,14,2020-08-14,00:20:00,3,MN,27,0,0.75,0,0,0,0,46.9300,-94.7900,46.9300,-94.7900,0,0,0,0,0,57,0,0,0
656721,2020,08,14,2020-08-14,00:25:00,3,MN,27,0,0.75,0,0,0,0,47.0500,-94.3700,47.0500,-94.3700,0,0,0,0,0,21,0,0,0
656722,2020,08,14,2020-08-14,00:40:00,3,ND,38,0,1.00,0,0,0,0,46.0600,-102.6500,46.0600,-102.6500,0,0,0,0,0,1,0,0,0
656723,2020,08,14,2020-08-14,01:45:00,3,ND,38,0,1.25,0,0,0,0,46.0000,-102.6400,46.0000,-102.6400,0,0,0,0,0,1,0,0,0
656724,2020,08,14,2020-08-14,03:30:00,3,ND,38,0,1.50,0,0,0,0,46.3400,-96.7100,46.3400,-96.7100,0,0,0,0,0,77,0,0,0
656725,2020,08,14,2020-08-14,04:05:00,3,ND,38,0,1.50,0,0,0,0,46.5100,-99.9200,46.5100,-99.9200,0,0,0,0,0,29,0,0,0
656726,2020,08,14,2020-08-14,04:18:00,3,ND,38,0,1.50,0,0,0,0,46.5100,-99.7600,46.5100,-99.7600,0,0,0,0,0,47,0,0,0
656727,2020,08,14,2020-08-14,05:15:00,3,ND,38,0,1.00,0,0,0,0,46.5200,-99.1400,46.5200,-99.1400,0,0,0,0,0,47,0,0,0
656728,2020,08,14,2020-08-14,05:18:00,3,ND,38,0,1.50,0,0,0,0,46.8700,-96.9000,46.8700,-96.9000,0,0,0,0,0,17,0,0,0
656729,2020,08,14,2020-08-14,05:22:00,3,ND,38,0,1.00,0,0,0,0,46.8800,-96.8200,46.8800,-96.8200,0,0,0,0,0,17,0,0,0
656730,2020,08,14,2020-08-14,05:23:00,3,ND,38,0,1.75,0,0,0,0,46.8700,-98.7700,46.8700,-98.7700,0,0,0,0,0,93,0,0,0
656731,2020,08,14,2020-08-14,05:34:00,3,ND,38,0,1.00,0,0,0,0,46.9100,-98.7100,46.9100,-98.7100,0,0,0,0,0,93,0,0,0
656732,2020,08,14,2020-08-14,05:55:00,3,ND,38,0,1.75,0,0,0,0,46.5200,-99.5700,46.5200,-99.5700,0,0,0,0,0,47,0,0,0
656733,2020,08,14,2020-08-14,05:58:00,3,ND,38,0,1.00,0,0,0,0,46.9200,-98.0100,46.9200,-98.0100,0,0,0,0,0,3,0,0,0
656734,2020,08,14,2020-08-14,06:10:00,3,ND,38,0,1.75,0,0,0,0,47.0500,-97.1100,47.0500,-97.1100,0,0,0,0,0,17,0,0,0
656735,2020,08,14,2020-08-14,06:25:00,3,ND,38,0,1.25,0,0,0,0,47.1400,-97.0800,47.1400,-97.0800,0,0,0,0,0,17,0,0,0
656736,2020,08,14,2020-08-14,08:14:00,3,ND,38,0,1.00,0,0,0,0,46.5400,-97.6800,46.5400,-97.6800,0,0,0,0,0,73,0,0,0
656737,2020,08,14,2020-08-14,08:30:00,3,ND,38,0,1.00,0,0,0,0,46.6200,-97.6000,46.6200,-97.6000,0,0,0,0,0,73,0,0,0
656738,2020,08,14,2020-08-14,10:23:00,3,MN,27,0,0.88,0,0,0,0,46.8100,-95.5900,46.8100,-95.5900,0,0,0,0,0,5,0,0,0
656739,2020,08,14,2020-08-14,13:54:00,3,IA,19,0,1.00,0,0,0,0,42.7200,-96.5700,42.7200,-96.5700,0,0,0,0,0,149,0,0,0
656740,2020,08,14,2020-08-14,14:05:00,3,IA,19,0,1.00,0,0,0,0,42.6900,-96.5000,42.6900,-96.5000,0,0,0,0,0,149,0,0,0
656741,2020,08,14,2020-08-14,14:25:00,3,IA,19,0,1.75,0,0,0,0,42.6800,-96.3500,42.6800,-96.3500,0,0,0,0,0,149,0,0,0
656742,2020,08,14,2020-08-14,14:32:00,3,OH,39,0,1.00,0,0,0,0,41.6700,-84.3300,41.6700,-84.3300,0,0,0,0,0,51,0,0,0
656743,2020,08,14,2020-08-14,14:59:00,3,IA,19,0,0.75,0,0,0,0,42.6200,-96.3000,42.6200,-96.3000,0,0,0,0,0,149,0,0,0
656744,2020,08,14,2020-08-14,15:08:00,3,OH,39,0,1.00,0,0,0,0,41.6200,-84.3300,41.6200,-84.3300,0,0,0,0,0,51,0,0,0
656745,2020,08,14,2020-08-14,15:23:00,3,NE,31,0,1.00,0,0,0,0,41.2107,-97.5908,41.1800,-97.5500,0,0,0,0,0,143,0,0,0
656746,2020,08,14,2020-08-14,15:50:00,3,NE,31,0,1.00,0,0,0,0,42.2800,-96.7000,42.2800,-96.7000,0,0,0,0,0,173,0,0,0
656747,2020,08,14,2020-08-14,15:56:00,3,TX,48,0,0.88,0,0,0,0,35.3000,-101.8500,35.3000,-101.8500,0,0,0,0,0,375,0,0,0
656748,2020,08,14,2020-08-14,15:58:00,3,NE,31,0,1.75,0,0,0,0,42.2400,-96.6100,42.2400,-96.6100,0,0,0,0,0,173,0,0,0
656749,2020,08,14,2020-08-14,16:20:00,3,KS,20,0,1.25,0,0,0,0,38.2600,-102.0000,38.2600,-102.0000,0,0,0,0,0,75,0,0,0
656750,2020,08,14,2020-08-14,16:26:00,3,KS,20,0,1.00,0,0,0,0,38.2200,-102.0100,38.2200,-102.0100,0,0,0,0,0,75,0,0,0
656751,2020,08,14,2020-08-14,16:40:00,3,MN,27,0,1.00,0,0,0,0,44.5500,-94.2200,44.5500,-94.2200,0,0,0,0,0,143,0,0,0
656752,2020,08,14,2020-08-14,16:43:00,3,MN,27,0,1.75,0,0,0,0,44.8300,-94.2700,44.8300,-94.2700,0,0,0,0,0,85,0,0,0
656753,2020,08,14,2020-08-14,16:45:00,3,KS,20,0,1.50,0,0,0,0,37.5600,-101.8100,37.5600,-101.8100,0,0,0,0,0,187,0,0,0
656754,2020,08,14,2020-08-14,16:50:00,3,NE,31,0,2.75,0,0,1000000,3000000,40.6000,-97.8500,40.6000,-97.8500,0,0,0,0,0,35,0,0,0
656755,2020,08,14,2020-08-14,16:52:00,3,NE,31,0,1.25,0,0,0,0,40.5800,-98.0000,40.5800,-98.0000,0,0,0,0,0,35,0,0,0
656756,2020,08,14,2020-08-14,16:54:00,3,TX,48,0,1.00,0,0,0,0,35.5400,-101.1600,35.5400,-101.1600,0,0,0,0,0,65,0,0,0
656757,2020,08,14,2020-08-14,16:55:00,3,TX,48,0,1.50,0,0,0,0,35.5600,-101.1700,35.5600,-101.1700,0,0,0,0,0,65,0,0,0
656758,2020,08,14,2020-08-14,16:57:00,3,NE,31,0,2.50,0,0,100000,2000000,40.5300,-98.0119,40.5300,-98.0119,0,0,0,0,0,35,0,0,0
656759,2020,08,14,2020-08-14,17:00:00,3,NE,31,0,2.50,0,0,100000,2000000,40.5134,-98.1028,40.5134,-98.1028,0,0,0,0,0,35,0,0,0
656760,2020,08,14,2020-08-14,17:00:00,3,CO,08,0,2.00,0,0,0,0,38.0300,-102.2700,38.0300,-102.2700,0,0,0,0,0,99,0,0,0
656761,2020,08,14,2020-08-14,17:10:00,3,NE,31,0,3.00,0,0,0,0,40.5893,-98.0596,40.5893,-98.0596,0,0,0,0,0,35,0,0,0
656762,2020,08,14,2020-08-14,17:10:00,3,NE,31,0,2.75,0,0,25000,1000000,40.5300,-97.9358,40.4968,-97.9445,0,0,0,0,0,35,0,0,0
656763,2020,08,14,2020-08-14,17:15:00,3,ND,38,0,1.00,0,0,0,0,48.4700,-101.3200,48.4700,-101.3200,0,0,0,0,0,75,0,0,0
656764,2020,08,14,2020-08-14,17:23:00,3,MN,27,0,0.88,0,0,0,0,47.2200,-93.5300,47.2200,-93.5300,0,0,0,0,0,61,0,0,0
656765,2020,08,14,2020-08-14,17:23:00,3,MN,27,0,0.88,0,0,0,0,47.2200,-93.5400,47.2200,-93.5400,0,0,0,0,0,61,0,0,0
656766,2020,08,14,2020-08-14,17:23:00,3,ND,38,0,1.75,0,0,0,0,48.4200,-101.3600,48.4200,-101.3600,0,0,0,0,0,101,0,0,0
656767,2020,08,14,2020-08-14,17:25:00,3,KS,20,0,3.00,0,0,0,0,37.5200,-101.8900,37.5200,-101.8900,0,0,0,0,0,187,0,0,0
656768,2020,08,14,2020-08-14,17:25:00,3,KS,20,0,4.00,0,0,0,0,37.5200,-101.8800,37.5200,-101.8800,0,0,0,0,0,187,0,0,0
656769,2020,08,14,2020-08-14,17:29:00,3,KS,20,0,1.00,0,0,0,0,37.4800,-101.8700,37.4800,-101.8700,0,0,0,0,0,187,0,0,0
656770,2020,08,14,2020-08-14,17:35:00,3,NE,31,0,2.00,0,0,100000,3000000,40.2900,-98.1600,40.2900,-98.1600,0,0,0,0,0,129,0,0,0
656771,2020,08,14,2020-08-14,17:35:00,3,ND,38,0,1.00,0,0,0,0,48.0200,-101.1600,48.0200,-101.1600,0,0,0,0,0,101,0,0,0
656772,2020,08,14,2020-08-14,17:35:00,3,ND,38,0,0.88,0,0,0,0,48.0400,-101.0900,48.0400,-101.0900,0,0,0,0,0,101,0,0,0
656773,2020,08,14,2020-08-14,17:37:00,3,NE,31,0,1.75,0,0,25000,1000000,40.2802,-98.0265,40.2802,-98.0265,0,0,0,0,0,129,0,0,0
656774,2020,08,14,2020-08-14,17:49:00,3,NE,31,0,2.50,0,0,300000,3000000,40.2145,-98.0700,40.2000,-98.0700,0,0,0,0,0,129,0,0,0
