om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
649851,2020,01,10,2020-01-10,07:42:00,3,OK,40,0,1.75,0,0,0,0,35.9000,-99.4300,35.9000,-99.4300,0,0,0,0,0,129,0,0,0
649852,2020,01,10,2020-01-10,08:10:00,3,OK,40,0,1.00,0,0,0,0,36.1000,-99.2400,36.1000,-99.2400,0,0,0,0,0,43,0,0,0
649853,2020,01,10,2020-01-10,08:15:00,3,OK,40,0,1.00,0,0,0,0,36.1900,-98.7400,36.1900,-98.7400,0,0,0,0,0,93,0,0,0
649854,2020,01,10,2020-01-10,08:20:00,3,OK,40,0,1.00,0,0,0,0,36.2300,-99.1700,36.2300,-99.1700,0,0,0,0,0,153,0,0,0
649855,2020,01,10,2020-01-10,09:45:00,3,OK,40,0,1.00,0,0,0,0,35.8900,-97.9700,35.8900,-97.9700,0,0,0,0,0,73,0,0,0
649856,2020,01,10,2020-01-10,09:45:00,3,OK,40,0,1.00,0,0,0,0,35.8600,-98.0200,35.8600,-98.0200,0,0,0,0,0,73,0,0,0
649857,2020,01,10,2020-01-10,10:23:00,3,OK,40,0,1.00,0,0,0,0,36.2500,-97.9000,36.2500,-97.9000,0,0,0,0,0,47,0,0,0
649858,2020,01,10,2020-01-10,11:35:00,3,OK,40,0,1.00,0,0,0,0,36.1514,-95.9460,36.1514,-95.9460,0,0,0,0,0,143,0,0,0
649859,2020,01,10,2020-01-10,11:36:00,3,OK,40,0,1.00,0,0,0,0,36.0690,-95.9585,36.0690,-95.9585,0,0,0,0,0,143,0,0,0
649860,2020,01,10,2020-01-10,11:38:00,3,OK,40,0,0.75,0,0,0,0,36.1790,-95.9500,36.1790,-95.9500,0,0,0,0,0,143,0,0,0
649861,2020,01,10,2020-01-10,14:40:00,3,TX,48,0,1.00,0,0,0,0,33.7700,-97.2300,33.7700,-97.2300,0,0,0,0,0,97,0,0,0
649862,2020,01,10,2020-01-10,15:02:00,3,OK,40,0,1.75,0,0,15000,0,35.9106,-94.9710,35.9106,-94.9710,0,0,0,0,0,21,0,0,0
649863,2020,01,10,2020-01-10,16:10:00,3,AR,05,0,1.00,0,0,0,0,36.1866,-94.5391,36.1866,-94.5391,0,0,0,0,0,7,0,0,0
649864,2020,01,10,2020-01-10,16:22:00,3,AR,05,0,1.75,0,0,15000,0,36.3095,-94.4246,36.3095,-94.4246,0,0,0,0,0,7,0,0,0
649865,2020,01,10,2020-01-10,16:24:00,3,AR,05,0,1.00,0,0,0,0,36.1816,-94.4882,36.1816,-94.4882,0,0,0,0,0,7,0,0,0
649866,2020,01,10,2020-01-10,16:25:00,3,TX,48,0,0.88,0,0,0,0,31.9800,-98.0300,31.9800,-98.0300,0,0,0,0,0,193,0,0,0
649867,2020,01,10,2020-01-10,16:33:00,3,AR,05,0,1.00,0,0,0,0,36.3601,-94.2861,36.3601,-94.2861,0,0,0,0,0,7,0,0,0
649868,2020,01,10,2020-01-10,16:50:00,3,TX,48,0,1.25,0,0,0,0,30.6600,-98.6800,30.6600,-98.6800,0,0,0,0,0,299,0,0,0
649869,2020,01,10,2020-01-10,17:08:00,3,TX,48,0,1.75,0,0,1000,0,31.8500,-97.9800,31.8500,-97.9800,0,0,0,0,0,193,0,0,0
649870,2020,01,10,2020-01-10,17:15:00,3,TX,48,0,1.00,0,0,0,0,30.7508,-98.4546,30.7508,-98.4546,0,0,0,0,0,299,0,0,0
649871,2020,01,10,2020-01-10,17:29:00,3,MO,29,0,1.00,0,0,0,0,37.2100,-93.3600,37.2100,-93.3600,0,0,0,0,0,77,0,0,0
649872,2020,01,10,2020-01-10,17:30:00,3,MO,29,0,1.00,0,0,0,0,37.1900,-93.3700,37.1900,-93.3700,0,0,0,0,0,77,0,0,0
649873,2020,01,10,2020-01-10,17:34:00,3,MO,29,0,1.00,0,0,0,0,37.1600,-93.3400,37.1600,-93.3400,0,0,0,0,0,77,0,0,0
649874,2020,01,10,2020-01-10,17:40:00,3,MO,29,0,1.75,0,0,1000000,0,37.2100,-93.2300,37.2100,-93.2300,0,0,0,0,0,77,0,0,0
649875,2020,01,10,2020-01-10,17:42:00,3,MO,29,0,1.25,0,0,0,0,37.2400,-93.2600,37.2400,-93.2600,0,0,0,0,0,77,0,0,0
649876,2020,01,10,2020-01-10,17:42:00,3,TX,48,0,1.50,0,0,3000,0,31.0700,-98.1800,31.0700,-98.1800,0,0,0,0,0,281,0,0,0
649877,2020,01,10,2020-01-10,17:43:00,3,MO,29,0,1.00,0,0,0,0,37.2400,-93.2600,37.2400,-93.2600,0,0,0,0,0,77,0,0,0
649878,2020,01,10,2020-01-10,17:45:00,3,TX,48,0,0.75,0,0,0,0,29.6900,-99.1700,29.6900,-99.1700,0,0,0,0,0,19,0,0,0
649879,2020,01,10,2020-01-10,17:57:00,3,MO,29,0,1.00,0,0,0,0,37.2200,-93.2400,37.2200,-93.2400,0,0,0,0,0,77,0,0,0
649880,2020,01,10,2020-01-10,18:03:00,3,TX,48,0,1.50,0,0,1000,0,32.6196,-97.2893,32.6196,-97.2893,0,0,0,0,0,439,0,0,0
649881,2020,01,10,2020-01-10,18:10:00,3,TX,48,0,1.30,0,0,0,0,31.2370,-97.9099,31.2370,-97.9099,0,0,0,0,0,99,0,0,0
649882,2020,01,10,2020-01-10,18:30:00,3,TX,48,0,1.00,0,0,0,0,31.4300,-97.7500,31.4300,-97.7500,0,0,0,0,0,99,0,0,0
649883,2020,01,10,2020-01-10,18:46:00,3,MO,29,0,1.00,0,0,0,0,37.6800,-92.6600,37.6800,-92.6600,0,0,0,0,0,105,0,0,0
649884,2020,01,10,2020-01-10,19:00:00,3,TX,48,0,1.00,0,0,0,0,33.1516,-96.9160,33.1516,-96.9160,0,0,0,0,0,121,0,0,0
649885,2020,01,10,2020-01-10,19:06:00,3,TX,48,0,0.88,0,0,0,0,29.5900,-98.9500,29.5900,-98.9500,0,0,0,0,0,19,0,0,0
649886,2020,01,10,2020-01-10,19:20:00,3,TX,48,0,1.25,0,0,0,0,29.1700,-98.9400,29.1700,-98.9400,0,0,0,0,0,325,0,0,0
649887,2020,01,10,2020-01-10,19:23:00,3,TX,48,0,1.00,0,0,0,0,30.1000,-98.4200,30.1000,-98.4200,0,0,0,0,0,31,0,0,0
649888,2020,01,10,2020-01-10,19:24:00,3,TX,48,0,0.88,0,0,0,0,30.6900,-97.9200,30.6900,-97.9200,0,0,0,0,0,491,0,0,0
649889,2020,01,10,2020-01-10,19:26:00,3,TX,48,0,1.00,0,0,0,0,30.1300,-98.4100,30.1300,-98.4100,0,0,0,0,0,31,0,0,0
649890,2020,01,10,2020-01-10,19:29:00,3,TX,48,0,0.88,0,0,0,0,29.5900,-98.7000,29.5900,-98.7000,0,0,0,0,0,29,0,0,0
649891,2020,01,10,2020-01-10,19:40:00,3,TX,48,0,0.75,0,0,0,0,30.2400,-98.1500,30.2400,-98.1500,0,0,0,0,0,209,0,0,0
649892,2020,01,10,2020-01-10,19:54:00,3,TX,48,0,1.00,0,0,0,0,29.6500,-98.4300,29.6500,-98.4300,0,0,0,0,0,29,0,0,0
649893,2020,01,10,2020-01-10,20:12:00,3,TX,48,0,0.75,0,0,0,0,30.7100,-97.6600,30.7100,-97.6600,0,0,0,0,0,491,0,0,0
649894,2020,01,10,2020-01-10,20:32:00,3,TX,48,0,0.88,0,0,0,0,30.3000,-97.7400,30.3000,-97.7400,0,0,0,0,0,453,0,0,0
649895,2020,01,11,2020-01-11,01:12:00,3,LA,22,0,0.88,0,0,0,0,32.4820,-93.7267,32.4820,-93.7267,0,0,0,0,0,17,0,0,0
649896,2020,01,11,2020-01-11,14:40:00,3,AL,01,0,0.75,0,0,0,0,32.6100,-86.2100,32.6100,-86.2100,0,0,0,0,0,51,0,0,0
649897,2020,01,13,2020-01-13,19:53:00,3,TN,47,0,0.75,0,0,0,0,35.4430,-87.6244,35.4430,-87.6244,0,0,0,0,0,101,0,0,0
649898,2020,01,13,2020-01-13,20:00:00,3,TN,47,0,0.75,0,0,0,0,35.4297,-87.6312,35.4297,-87.6312,0,0,0,0,0,101,0,0,0
649899,2020,01,13,2020-01-13,22:20:00,3,KY,21,0,1.25,0,0,0,0,36.6200,-85.7300,36.6200,-85.7300,0,0,0,0,0,171,0,0,0
649900,2020,01,15,2020-01-15,20:20:00,3,MS,28,0,0.88,0,0,0,0,34.3800,-88.6800,34.3800,-88.6800,0,0,0,0,0,81,0,0,0
649901,2020,01,16,2020-01-16,11:36:00,3,CA,06,0,0.25,0,0,0,0,37.0698,-122.0928,37.0698,-122.0928,0,0,0,0,0,87,0,0,0
649902,2020,01,16,2020-01-16,11:37:00,3,CA,06,0,0.13,0,0,0,0,37.1607,-121.9898,37.1607,-121.9898,0,0,0,0,0,85,0,0,0
649903,2020,01,16,2020-01-16,11:55:00,3,CA,06,0,0.25,0,0,0,0,37.1371,-121.8872,37.1371,-121.8872,0,0,0,0,0,85,0,0,0
649904,2020,01,16,2020-01-16,12:11:00,3,CA,06,0,0.25,0,0,0,0,37.0500,-122.0300,37.0500,-122.0300,0,0,0,0,0,87,0,0,0
649905,2020,01,16,2020-01-16,15:19:00,3,CA,06,0,0.13,0,0,0,0,37.7410,-122.4878,37.7410,-122.4878,0,0,0,0,0,75,0,0,0
649906,2020,01,16,2020-01-16,15:48:00,3,CA,06,0,0.13,0,0,0,0,37.8490,-122.2300,37.8490,-122.2300,0,0,0,0,0,1,0,0,0
649907,2020,01,16,2020-01-16,15:59:00,3,CA,06,0,0.25,0,0,0,0,37.4591,-122.4184,37.4591,-122.4184,0,0,0,0,0,81,0,0,0
649908,2020,01,16,2020-01-16,17:42:00,3,CA,06,0,0.25,0,0,0,0,36.9800,-122.0200,36.9800,-122.0200,0,0,0,0,0,87,0,0,0
649909,2020,02,05,2020-02-05,10:51:00,3,LA,22,0,1.00,0,0,0,0,30.6500,-93.4100,30.6500,-93.4100,0,0,0,0,0,11,0,0,0
649910,2020,02,05,2020-02-05,11:08:00,3,LA,22,0,1.25,0,0,0,0,30.8500,-93.2900,30.8500,-93.2900,0,0,0,0,0,11,0,0,0
649911,2020,02,05,2020-02-05,11:22:00,3,LA,22,0,1.25,0,0,0,0,30.9900,-93.0600,30.9900,-93.0600,0,0,0,0,0,115,0,0,0
649912,2020,02,05,2020-02-05,11:23:00,3,LA,22,0,1.00,0,0,0,0,31.1400,-93.2700,31.1400,-93.2700,0,0,0,0,0,115,0,0,0
649913,2020,02,05,2020-02-05,11:39:00,3,LA,22,0,1.50,0,0,0,0,31.1600,-92.9200,31.1600,-92.9200,0,0,0,0,0,115,0,0,0
649914,2020,02,05,2020-02-05,11:44:00,3,LA,22,0,1.25,0,0,0,0,31.2300,-92.8200,31.2300,-92.8200,0,0,0,0,0,79,0,0,0
649915,2020,02,05,2020-02-05,11:59:00,3,LA,22,0,1.00,0,0,0,0,31.5235,-92.9469,31.5235,-92.9469,0,0,0,0,0,69,0,0,0
649916,2020,02,05,2020-02-05,12:07:00,3,LA,22,0,1.00,0,0,0,0,32.8688,-92.9126,32.8688,-92.9126,0,0,0,0,0,27,0,0,0
649917,2020,02,05,2020-02-05,12:13:00,3,LA,22,0,1.75,0,0,0,0,31.7502,-92.8415,31.7502,-92.8415,0,0,0,0,0,127,0,0,0
649918,2020,02,05,2020-02-05,12:18:00,3,LA,22,0,1.50,0,0,0,0,31.4100,-92.7300,31.4100,-92.7300,0,0,0,0,0,79,0,0,0
649919,2020,02,05,2020-02-05,12:20:00,3,LA,22,0,1.75,0,0,0,0,31.8502,-92.7812,31.8502,-92.7812,0,0,0,0,0,127,0,0,0
649920,2020,02,05,2020-02-05,12:35:00,3,LA,22,0,1.25,0,0,0,0,32.6917,-92.2077,32.6917,-92.2077,0,0,0,0,0,111,0,0,0
649921,2020,02,05,2020-02-05,12:47:00,3,LA,22,0,1.00,0,0,0,0,32.2314,-92.5860,32.2314,-92.5860,0,0,0,0,0,49,0,0,0
649922,2020,02,05,2020-02-05,13:01:00,3,AR,05,0,1.00,0,0,0,0,33.1700,-91.9400,33.1700,-91.9400,0,0,0,0,0,3,0,0,0
649923,2020,02,05,2020-02-05,13:05:00,3,LA,22,0,1.75,0,0,0,0,32.5047,-92.3606,32.5047,-92.3606,0,0,0,0,0,73,0,0,0
649924,2020,02,05,2020-02-05,13:10:00,3,LA,22,0,1.25,0,0,0,0,32.5810,-92.3732,32.5810,-92.3732,0,0,0,0,0,111,0,0,0
649925,2020,02,05,2020-02-05,13:42:00,3,LA,22,0,1.00,0,0,0,0,32.9400,-91.3500,32.9400,-91.3500,0,0,0,0,0,123,0,0,0
649926,2020,02,05,2020-02-05,13:45:00,3,LA,22,0,1.00,0,0,0,0,30.4100,-91.4400,30.4100,-91.4400,0,0,0,0,0,47,0,0,0
649927,2020,02,05,2020-02-05,13:51:00,3,MS,28,0,1.00,0,0,0,0,31.7000,-90.4000,31.7000,-90.4000,0,0,0,0,0,29,0,0,0
649928,2020,02,05,2020-02-05,15:05:00,3,MS,28,0,1.25,0,0,5000,0,32.5900,-90.8500,32.5900,-90.8500,0,0,0,0,0,55,0,0,0
649929,2020,02,05,2020-02-05,15:11:00,3,AL,01,0,1.00,0,0,0,0,33.3400,-86.6300,33.3400,-86.6300,0,0,0,0,0,117,0,0,0
649930,2020,02,05,2020-02-05,15:35:00,3,MS,28,0,1.00,0,0,0,0,32.8358,-90.3846,32.8358,-90.3846,0,0,0,0,0,163,0,0,0
649931,2020,02,05,2020-02-05,17:10:00,3,MS,28,0,1.00,0,0,0,0,34.6300,-88.2300,34.6300,-88.2300,0,0,0,0,0,141,0,0,0
649932,2020,02,05,2020-02-05,17:35:00,3,MS,28,0,1.00,0,0,0,0,34.5000,-88.2200,34.5000,-88.2200,0,0,0,0,0,141,0,0,0
649933,2020,02,05,2020-02-05,21:42:00,3,MS,28,0,1.00,0,0,0,0,32.3343,-88.9314,32.3343,-88.9314,0,0,0,0,0,101,0,0,0
649934,2020,02,05,2020-02-05,21:57:00,3,MS,28,0,1.00,0,0,0,0,31.6100,-90.0000,31.6100,-90.0000,0,0,0,0,0,77,0,0,0
649935,2020,02,05,2020-02-05,22:21:00,3,MS,28,0,1.50,0,0,10000,0,31.8200,-89.7200,31.8200,-89.7200,0,0,0,0,0,127,0,0,0
649936,2020,02,05,2020-02-05,22:59:00,3,MS,28,0,1.25,0,0,3000,0,32.0700,-89.2600,32.0700,-89.2600,0,0,0,0,0,61,0,0,0
649937,2020,02,05,2020-02-05,23:45:00,3,LA,22,0,1.00,0,0,0,0,30.4000,-90.9900,30.4000,-90.9900,0,0,0,0,0,33,0,0,0
649938,2020,02,05,2020-02-05,23:45:00,3,LA,22,0,1.00,0,0,0,0,30.3300,-90.9800,30.3300,-90.9800,0,0,0,0,0,5,0,0,0
649939,2020,02,05,2020-02-05,23:49:00,3,LA,22,0,1.00,0,0,0,0,30.4700,-90.9200,30.4700,-90.9200,0,0,0,0,0,63,0,0,0
649940,2020,02,06,2020-02-06,00:00:00,3,LA,22,0,1.00,0,0,0,0,30.4800,-90.8700,30.4800,-90.8700,0,0,0,0,0,63,0,0,0
649941,2020,02,06,2020-02-06,13:10:00,3,NC,37,0,1.00,0,0,0,0,35.8870,-78.5809,35.8870,-78.5809,0,0,0,0,0,183,0,0,0
649942,2020,02,06,2020-02-06,13:17:00,3,NC,37,0,1.00,0,0,0,0,35.9700,-78.5200,35.9700,-78.5200,0,0,0,0,0,183,0,0,0
649943,2020,02,06,2020-02-06,13:17:00,3,NC,37,0,1.25,0,0,0,0,35.9300,-78.4000,35.9300,-78.4000,0,0,0,0,0,183,0,0,0
649944,2020,02,06,2020-02-06,13:25:00,3,NC,37,0,1.00,0,0,0,0,36.1200,-78.3900,36.1200,-78.3900,0,0,0,0,0,69,0,0,0
649945,2020,02,09,2020-02-09,19:37:00,3,TX,48,0,1.00,0,0,0,0,31.4600,-96.3200,31.4600,-96.3200,0,0,0,0,0,293,0,0,0
649946,2020,02,09,2020-02-09,21:33:00,3,AR,05,0,1.00,0,0,0,0,33.2367,-93.8242,33.2367,-93.8242,0,0,0,0,0,91,0,0,0
649947,2020,02,09,2020-02-09,22:14:00,3,AR,05,0,1.00,0,0,0,0,33.5782,-93.2605,33.5782,-93.2605,0,0,0,0,0,99,0,0,0
649948,2020,02,09,2020-02-09,22:20:00,3,AR,05,0,1.50,0,0,0,0,33.6481,-93.1659,33.6481,-93.1659,0,0,0,0,0,99,0,0,0
649949,2020,02,09,2020-02-09,22:35:00,3,AR,05,0,1.75,0,0,0,0,33.7000,-93.0200,33.7000,-93.0200,0,0,0,0,0,103,0,0,0
649950,2020,02,09,2020-02-09,22:35:00,3,AR,05,0,1.00,0,0,0,0,33.7000,-93.0200,33.7000,-93.0200,0,0,0,0,0,103,0,0,0
649951,2020,02,09,2020-02-09,23:43:00,3,AR,05,0,2.00,0,0,0,0,33.7205,-94.0586,33.7205,-94.0586,0,0,0,0,0,81,0,0,0
649952,2020,02,09,2020-02-09,23:55:00,3,AR,05,0,2.00,0,0,0,0,33.8122,-93.8954,33.8122,-93.8954,0,0,0,0,0,61,0,0,0
649953,2020,02,10,2020-02-10,00:02:00,3,MS,28,0,1.50,0,0,20000,0,32.3617,-90.8641,32.4375,-90.7550,0,0,0,0,0,149,0,0,0
649954,2020,02,10,2020-02-10,01:06:00,3,MS,28,0,1.00,0,0,0,0,33.1900,-90.4800,33.1900,-90.4800,0,0,0,0,0,53,0,0,0
649955,2020,02,10,2020-02-10,01:34:00,3,MS,28,0,1.75,0,0,20000,0,33.3700,-90.0800,33.3700,-90.0800,0,0,0,0,0,15,0,0,0
649956,2020,02,10,2020-02-10,02:01:00,3,MS,28,0,1.00,0,0,0,0,33.5400,-89.7300,33.5400,-89.7300,0,0,0,0,0,97,0,0,0
649957,2020,02,10,2020-02-10,02:25:00,3,MS,28,0,1.00,0,0,0,0,33.0300,-89.1100,33.0300,-89.1100,0,0,0,0,0,159,0,0,0
649958,2020,02,10,2020-02-10,10:20:00,3,TX,48,0,0.88,0,0,0,0,32.0300,-100.6800,32.0300,-100.6800,0,0,0,0,0,81,0,0,0
649959,2020,02,10,2020-02-10,12:20:00,3,TX,48,0,0.88,0,0,0,0,30.9100,-99.7800,30.9100,-99.7800,0,0,0,0,0,327,0,0,0
649960,2020,02,10,2020-02-10,23:43:00,3,NM,35,0,0.75,0,0,0,0,32.9197,-107.5697,32.9197,-107.5697,0,0,0,0,0,51,0,0,0
649961,2020,02,18,2020-02-18,10:10:00,3,OK,40,0,0.75,0,0,0,0,34.6700,-95.1000,34.6700,-95.1000,0,0,0,0,0,127,0,0,0
649962,2020,02,18,2020-02-18,10:28:00,3,OK,40,0,0.75,0,0,0,0,34.8698,-94.8625,34.8698,-94.8625,0,0,0,0,0,79,0,0,0
649963,2020,02,18,2020-02-18,10:28:00,3,OK,40,0,0.75,0,0,0,0,34.8698,-94.8375,34.8698,-94.8375,0,0,0,0,0,79,0,0,0
649964,2020,02,26,2020-02-26,16:07:00,3,WV,54,0,0.75,0,0,0,0,38.7100,-79.9800,38.7100,-79.9800,0,0,0,0,0,83,0,0,0
649965,2020,03,01,2020-03-01,17:50:00,3,AR,05,0,0.88,0,0,0,0,35.7880,-90.7435,35.8300,-90.6500,0,0,0,0,0,31,0,0,0
649966,2020,03,01,2020-03-01,18:55:00,3,AR,05,0,0.88,0,0,0,0,35.9000,-90.3500,35.9000,-90.3500,0,0,0,0,0,31,0,0,0
649967,2020,03,01,2020-03-01,18:58:00,3,AR,05,0,1.75,0,0,0,0,35.9077,-90.3021,35.9447,-90.2237,0,0,0,0,0,93,0,0,0
649968,2020,03,01,2020-03-01,20:00:00,3,TX,48,0,0.88,0,0,0,0,34.1277,-99.3333,34.1277,-99.3333,0,0,0,0,0,487,0,0,0
649969,2020,03,01,2020-03-01,21:45:00,3,MO,29,0,0.88,0,0,0,0,37.1400,-94.0800,37.1400,-94.0800,0,0,0,0,0,97,0,0,0
649970,2020,03,01,2020-03-01,22:05:00,3,MO,29,0,0.75,0,0,0,0,37.1500,-94.4300,37.1500,-94.4300,0,0,0,0,0,97,0,0,0
649971,2020,03,01,2020-03-01,22:47:00,3,MO,29,0,1.00,0,0,0,0,37.2100,-93.8400,37.2100,-93.8400,0,0,0,0,0,109,0,0,0
649972,2020,03,02,2020-03-02,17:15:00,3,KY,21,0,1.00,0,0,0,0,37.0700,-88.9800,37.0800,-88.9000,0,0,0,0,0,7,0,0,0
649973,2020,03,02,2020-03-02,17:22:00,3,MO,29,0,0.88,0,0,0,0,37.3300,-91.9600,37.3300,-91.9600,0,0,0,0,0,215,0,0,0
649974,2020,03,02,2020-03-02,17:45:00,3,IL,17,0,1.00,0,0,0,0,37.1500,-88.7300,37.1500,-88.7300,0,0,0,0,0,127,0,0,0
649975,2020,03,02,2020-03-02,17:49:00,3,KY,21,0,1.75,0,0,0,0,37.1067,-88.6161,37.0800,-88.6300,0,0,0,0,0,145,0,0,0
649976,2020,03,02,2020-03-02,18:00:00,3,MO,29,0,1.00,0,0,0,0,37.6500,-91.1900,37.6500,-91.1900,0,0,0,0,0,65,0,0,0
649977,2020,03,02,2020-03-02,18:00:00,3,MO,29,0,2.25,0,0,1200,0,37.1600,-91.2847,37.1600,-91.2847,0,0,0,0,0,203,0,0,0
649978,2020,03,02,2020-03-02,18:05:00,3,MO,29,0,1.25,0,0,0,0,37.1800,-91.1200,37.1800,-91.1200,0,0,0,0,0,203,0,0,0
649979,2020,03,02,2020-03-02,18:05:00,3,MO,29,0,1.50,0,0,500,0,36.5208,-92.1392,36.5208,-92.1392,0,0,0,0,0,153,0,0,0
649980,2020,03,02,2020-03-02,18:06:00,3,MO,29,0,1.00,0,0,0,0,36.6500,-92.3900,36.6500,-92.3900,0,0,0,0,0,153,0,0,0
649981,2020,03,02,2020-03-02,18:08:00,3,MO,29,0,1.00,0,0,0,0,36.9300,-90.8400,36.9300,-90.8400,0,0,0,0,0,35,0,0,0
649982,2020,03,02,2020-03-02,18:10:00,3,AR,05,0,0.88,0,0,0,0,36.4100,-92.9100,36.4100,-92.9100,0,0,0,0,0,9,0,0,0
649983,2020,03,02,2020-03-02,18:12:00,3,MO,29,0,1.50,0,0,500,0,37.2600,-91.4300,37.2600,-91.4300,0,0,0,0,0,203,0,0,0
649984,2020,03,02,2020-03-02,18:27:00,3,MO,29,0,0.75,0,0,0,0,36.7500,-91.8000,36.7500,-91.8000,0,0,0,0,0,91,0,0,0
649985,2020,03,02,2020-03-02,18:30:00,3,MO,29,0,1.00,0,0,0,0,37.5296,-90.9346,37.5296,-90.9346,0,0,0,0,0,179,0,0,0
649986,2020,03,02,2020-03-02,18:40:00,3,MO,29,0,1.00,0,0,0,0,37.1460,-90.8995,37.1460,-90.8995,0,0,0,0,0,179,0,0,0
649987,2020,03,02,2020-03-02,18:41:00,3,MO,29,0,1.00,0,0,0,0,37.8523,-90.5189,37.8523,-90.5189,0,0,0,0,0,187,0,0,0
649988,2020,03,02,2020-03-02,18:45:00,3,MO,29,0,1.00,0,0,0,0,36.8600,-91.7900,36.8600,-91.7900,0,0,0,0,0,91,0,0,0
649989,2020,03,02,2020-03-02,18:45:00,3,AR,05,0,0.75,0,0,0,0,36.4600,-92.5700,36.4600,-92.5700,0,0,0,0,0,89,0,0,0
649990,2020,03,02,2020-03-02,18:50:00,3,KY,21,0,1.00,0,0,0,0,37.0500,-88.0700,37.0500,-88.0700,0,0,0,0,0,143,0,0,0
649991,2020,03,02,2020-03-02,18:53:00,3,MO,29,0,1.00,0,0,0,0,37.4776,-90.3000,37.4776,-90.3000,0,0,0,0,0,123,0,0,0
649992,2020,03,02,2020-03-02,19:11:00,3,MO,29,0,1.50,0,0,0,0,37.0432,-90.4700,37.0432,-90.4700,0,0,0,0,0,223,0,0,0
649993,2020,03,02,2020-03-02,19:12:00,3,MO,29,0,1.00,0,0,0,0,37.0000,-91.4100,37.0000,-91.4100,0,0,0,0,0,203,0,0,0
649994,2020,03,02,2020-03-02,19:17:00,3,MO,29,0,0.75,0,0,0,0,37.0579,-91.0200,37.0579,-91.0200,0,0,0,0,0,35,0,0,0
649995,2020,03,02,2020-03-02,19:30:00,3,MO,29,0,1.00,0,0,0,0,37.0666,-90.2697,37.0666,-90.2697,0,0,0,0,0,223,0,0,0
649996,2020,03,02,2020-03-02,19:32:00,3,KY,21,0,0.75,0,0,0,0,37.1700,-87.7000,37.1700,-87.7000,0,0,0,0,0,107,0,0,0
649997,2020,03,02,2020-03-02,19:33:00,3,MO,29,0,0.88,0,0,0,0,37.7200,-89.8700,37.7200,-89.8700,0,0,0,0,0,157,0,0,0
649998,2020,03,02,2020-03-02,19:40:00,3,IL,17,0,1.00,0,0,0,0,38.3920,-89.4870,38.3920,-89.4870,0,0,0,0,0,189,0,0,0
649999,2020,03,02,2020-03-02,19:43:00,3,MO,29,0,1.50,0,0,0,0,37.1033,-90.4561,37.1033,-90.4561,0,0,0,0,0,223,0,0,0
650000,2020,03,02,2020-03-02,19:52:00,3,MO,29,0,0.75,0,0,0,0,37.0921,-90.0800,37.0921,-90.0800,0,0,0,0,0,17,0,0,0
650001,2020,03,02,2020-03-02,20:02:00,3,KY,21,0,1.00,0,0,0,0,37.0300,-87.4800,37.0300,-87.4800,0,0,0,0,0,47,0,0,0
650002,2020,03,02,2020-03-02,20:42:00,3,IL,17,0,1.00,0,0,0,0,37.4500,-88.3000,37.4500,-88.3000,0,0,0,0,0,69,0,0,0
650003,2020,03,02,2020-03-02,21:09:00,3,MO,29,0,1.50,0,0,0,0,36.6000,-90.7000,36.6000,-90.7000,0,0,0,0,0,181,0,0,0
650004,2020,03,02,2020-03-02,21:17:00,3,KY,21,0,1.00,0,0,0,0,37.0500,-86.7400,37.0500,-86.7400,0,0,0,0,0,31,0,0,0
650005,2020,03,02,2020-03-02,21:35:00,3,KY,21,0,0.75,0,0,0,0,37.0000,-88.9200,37.0000,-88.9200,0,0,0,0,0,7,0,0,0
650006,2020,03,02,2020-03-02,21:35:00,3,KY,21,0,1.00,0,0,0,0,37.4200,-87.4800,37.4200,-87.4800,0,0,0,0,0,107,0,0,0
650007,2020,03,02,2020-03-02,21:57:00,3,KY,21,0,1.00,0,0,0,0,37.0200,-86.3800,37.0200,-86.3800,0,0,0,0,0,227,0,0,0
650008,2020,03,02,2020-03-02,22:05:00,3,KY,21,0,1.00,0,0,0,0,37.0100,-86.3500,37.0100,-86.3500,0,0,0,0,0,227,0,0,0
650009,2020,03,02,2020-03-02,22:22:00,3,KY,21,0,0.75,0,0,0,0,37.0000,-88.9200,37.0000,-88.9200,0,0,0,0,0,7,0,0,0
650010,2020,03,02,2020-03-02,23:07:00,3,TN,47,0,1.50,0,0,0,0,36.0500,-88.1000,36.0500,-88.1000,0,0,0,0,0,5,0,0,0
650011,2020,03,02,2020-03-02,23:52:00,3,TN,47,0,1.75,0,0,0,0,36.1800,-87.4500,36.1800,-87.4500,0,0,0,0,0,43,0,0,0
650012,2020,03,03,2020-03-03,00:04:00,3,TN,47,0,3.00,0,0,15000,0,36.1800,-87.3300,36.1800,-87.3300,0,0,0,0,0,43,0,0,0
650013,2020,03,03,2020-03-03,00:07:00,3,TN,47,0,1.00,0,0,0,0,36.2300,-87.4500,36.2300,-87.4500,0,0,0,0,0,43,0,0,0
650014,2020,03,03,2020-03-03,00:16:00,3,AR,05,0,1.00,0,0,0,0,35.9000,-90.8000,35.9000,-90.8000,0,0,0,0,0,31,0,0,0
650015,2020,03,03,2020-03-03,00:30:00,3,AR,05,0,1.00,0,0,0,0,35.9893,-90.6160,35.9893,-90.6160,0,0,0,0,0,55,0,0,0
